Replicate Name,Peptide Note,Total Area MS1,Peptide Retention Time
EJ06r1,4-4_H3_27_40_K27K36K37_m2pp,1573320064,42.89
EJ06r2,4-4_H3_27_40_K27K36K37_m2pp,1585084032,42.79
EJ06r3,4-4_H3_27_40_K27K36K37_m2pp,1638761216,42.59
EJ07r1,4-4_H3_27_40_K27K36K37_m2pp,1800866432,42.66
EJ07r2,4-4_H3_27_40_K27K36K37_m2pp,1669693184,42.7
EJ07r3,4-4_H3_27_40_K27K36K37_m2pp,1782144512,42.6
EJ08r1,4-4_H3_27_40_K27K36K37_m2pp,2208850176,42.38
EJ08r2,4-4_H3_27_40_K27K36K37_m2pp,2292595968,42.36
EJ08r3,4-4_H3_27_40_K27K36K37_m2pp,2355233024,42.47
EJ09r1,4-4_H3_27_40_K27K36K37_m2pp,1917458816,42.79
EJ09r2,4-4_H3_27_40_K27K36K37_m2pp,2103057664,42.82
EJ09r3,4-4_H3_27_40_K27K36K37_m2pp,2099308032,42.9
EJ10r1,4-4_H3_27_40_K27K36K37_m2pp,2296694016,43.12
EJ10r2,4-4_H3_27_40_K27K36K37_m2pp,2195742208,43.35
EJ10r3,4-4_H3_27_40_K27K36K37_m2pp,2222802944,43.14
blank_00,4-5_H3_27_40_K27K36K37_pm2p,0,44
blank_01,4-5_H3_27_40_K27K36K37_pm2p,0,44
QC_pre01,4-5_H3_27_40_K27K36K37_pm2p,1376390272,44.32
QC_pre02,4-5_H3_27_40_K27K36K37_pm2p,1323123328,44.24
QC_pre03,4-5_H3_27_40_K27K36K37_pm2p,1088471936,44
QC_00,4-5_H3_27_40_K27K36K37_pm2p,312256800,43.66
QC_01,4-5_H3_27_40_K27K36K37_pm2p,1268895744,44.26
QC_02,4-5_H3_27_40_K27K36K37_pm2p,1155704576,43.91
QC_03,4-5_H3_27_40_K27K36K37_pm2p,1308279680,44.03
QC_05,4-5_H3_27_40_K27K36K37_pm2p,1298978176,43.84
QC_04,4-5_H3_27_40_K27K36K37_pm2p,1256157568,44
IM01r1,4-5_H3_27_40_K27K36K37_pm2p,293813632,44.23
IM01r2,4-5_H3_27_40_K27K36K37_pm2p,275762048,44.35
IM01r3,4-5_H3_27_40_K27K36K37_pm2p,274888000,43.72
IM02r1,4-5_H3_27_40_K27K36K37_pm2p,1356646912,44.23
IM02r2,4-5_H3_27_40_K27K36K37_pm2p,1296649600,44.29
IM02r3,4-5_H3_27_40_K27K36K37_pm2p,1086898432,43.78
IM03r1,4-5_H3_27_40_K27K36K37_pm2p,609420352,44.26
IM03r2,4-5_H3_27_40_K27K36K37_pm2p,602777728,44.03
IM03r3,4-5_H3_27_40_K27K36K37_pm2p,574144128,44.25
IM04r1,4-5_H3_27_40_K27K36K37_pm2p,1012314432,44.54
IM04r2,4-5_H3_27_40_K27K36K37_pm2p,1046509696,44.32
IM04r3,4-5_H3_27_40_K27K36K37_pm2p,1043263744,44.01
IM05r1,4-5_H3_27_40_K27K36K37_pm2p,1145588352,43.91
IM05r2,4-5_H3_27_40_K27K36K37_pm2p,1103615360,44.1
IM05r3,4-5_H3_27_40_K27K36K37_pm2p,1187293952,44.17
EJ06r1,4-5_H3_27_40_K27K36K37_pm2p,1338331648,44.15
EJ06r2,4-5_H3_27_40_K27K36K37_pm2p,1294975104,44.08
EJ06r3,4-5_H3_27_40_K27K36K37_pm2p,1318612480,43.92
EJ07r1,4-5_H3_27_40_K27K36K37_pm2p,2056929280,43.96
EJ07r2,4-5_H3_27_40_K27K36K37_pm2p,1830177664,43.98
EJ07r3,4-5_H3_27_40_K27K36K37_pm2p,1868884736,43.9
EJ08r1,4-5_H3_27_40_K27K36K37_pm2p,2176732416,43.71
EJ08r2,4-5_H3_27_40_K27K36K37_pm2p,2048982400,43.69
EJ08r3,4-5_H3_27_40_K27K36K37_pm2p,2192981504,43.76
EJ09r1,4-5_H3_27_40_K27K36K37_pm2p,1802953600,44.09
EJ09r2,4-5_H3_27_40_K27K36K37_pm2p,1915714048,44.05
EJ09r3,4-5_H3_27_40_K27K36K37_pm2p,1974567552,44.16
EJ10r1,4-5_H3_27_40_K27K36K37_pm2p,2430633216,44.38
EJ10r2,4-5_H3_27_40_K27K36K37_pm2p,2522022656,44.53
EJ10r3,4-5_H3_27_40_K27K36K37_pm2p,2528156928,44.39
blank_00,4-6_H3_27_40_K27K36K37_m3pp,9379,42.8
blank_01,4-6_H3_27_40_K27K36K37_m3pp,29805,42.8
QC_pre01,4-6_H3_27_40_K27K36K37_m3pp,392595264,43.09
QC_pre02,4-6_H3_27_40_K27K36K37_m3pp,356880256,42.95
QC_pre03,4-6_H3_27_40_K27K36K37_m3pp,304761792,42.69
QC_00,4-6_H3_27_40_K27K36K37_m3pp,96498272,42.23
QC_01,4-6_H3_27_40_K27K36K37_m3pp,372470208,42.97
QC_02,4-6_H3_27_40_K27K36K37_m3pp,335374464,42.61
QC_03,4-6_H3_27_40_K27K36K37_m3pp,402001504,42.72
QC_05,4-6_H3_27_40_K27K36K37_m3pp,384021536,42.49
QC_04,4-6_H3_27_40_K27K36K37_m3pp,366742016,42.7
IM01r1,4-6_H3_27_40_K27K36K37_m3pp,98150232,42.94
IM01r2,4-6_H3_27_40_K27K36K37_m3pp,90338440,43.03
IM01r3,4-6_H3_27_40_K27K36K37_m3pp,95404152,42.42
IM02r1,4-6_H3_27_40_K27K36K37_m3pp,338312128,42.93
IM02r2,4-6_H3_27_40_K27K36K37_m3pp,324608064,42.96
IM02r3,4-6_H3_27_40_K27K36K37_m3pp,306679808,42.46
IM03r1,4-6_H3_27_40_K27K36K37_m3pp,270511168,42.97
IM03r2,4-6_H3_27_40_K27K36K37_m3pp,273642208,42.74
IM03r3,4-6_H3_27_40_K27K36K37_m3pp,262729056,43
IM04r1,4-6_H3_27_40_K27K36K37_m3pp,343298816,43.29
IM04r2,4-6_H3_27_40_K27K36K37_m3pp,389256224,43.01
IM04r3,4-6_H3_27_40_K27K36K37_m3pp,385750656,42.72
IM05r1,4-6_H3_27_40_K27K36K37_m3pp,351884384,42.59
IM05r2,4-6_H3_27_40_K27K36K37_m3pp,362139840,42.8
IM05r3,4-6_H3_27_40_K27K36K37_m3pp,353994048,42.91
EJ06r1,4-6_H3_27_40_K27K36K37_m3pp,423369888,42.86
EJ06r2,4-6_H3_27_40_K27K36K37_m3pp,419147200,42.77
EJ06r3,4-6_H3_27_40_K27K36K37_m3pp,430404160,42.58
EJ07r1,4-6_H3_27_40_K27K36K37_m3pp,494990688,42.63
EJ07r2,4-6_H3_27_40_K27K36K37_m3pp,444099616,42.68
EJ07r3,4-6_H3_27_40_K27K36K37_m3pp,490460704,42.56
EJ08r1,4-6_H3_27_40_K27K36K37_m3pp,624241536,42.35
EJ08r2,4-6_H3_27_40_K27K36K37_m3pp,664674688,42.33
EJ08r3,4-6_H3_27_40_K27K36K37_m3pp,672791552,42.43
EJ09r1,4-6_H3_27_40_K27K36K37_m3pp,497038272,42.77
EJ09r2,4-6_H3_27_40_K27K36K37_m3pp,552013376,42.77
EJ09r3,4-6_H3_27_40_K27K36K37_m3pp,555983744,42.88
EJ10r1,4-6_H3_27_40_K27K36K37_m3pp,656338688,43.11
EJ10r2,4-6_H3_27_40_K27K36K37_m3pp,621254656,43.35
EJ10r3,4-6_H3_27_40_K27K36K37_m3pp,620522176,43.12
blank_00,4-7_H3_27_40_K27K36K37_pm3p,0,44
blank_01,4-7_H3_27_40_K27K36K37_pm3p,427240,44.39
QC_pre01,4-7_H3_27_40_K27K36K37_pm3p,73111560,44.32
QC_pre02,4-7_H3_27_40_K27K36K37_pm3p,62310856,44.23
QC_pre03,4-7_H3_27_40_K27K36K37_pm3p,56915608,43.99
QC_00,4-7_H3_27_40_K27K36K37_pm3p,15164475,43.66
QC_01,4-7_H3_27_40_K27K36K37_pm3p,67173504,44.28
QC_02,4-7_H3_27_40_K27K36K37_pm3p,59980572,43.91
QC_03,4-7_H3_27_40_K27K36K37_pm3p,63616432,44.03
QC_05,4-7_H3_27_40_K27K36K37_pm3p,64231816,43.84
QC_04,4-7_H3_27_40_K27K36K37_pm3p,62088612,44
IM01r1,4-7_H3_27_40_K27K36K37_pm3p,17717754,44.29
IM01r2,4-7_H3_27_40_K27K36K37_pm3p,15368920,44.35
IM01r3,4-7_H3_27_40_K27K36K37_pm3p,22979902,43.81
IM02r1,4-7_H3_27_40_K27K36K37_pm3p,71070096,44.23
IM02r2,4-7_H3_27_40_K27K36K37_pm3p,71723680,44.32
IM02r3,4-7_H3_27_40_K27K36K37_pm3p,41918132,43.8
IM03r1,4-7_H3_27_40_K27K36K37_pm3p,17487494,44.01
IM03r2,4-7_H3_27_40_K27K36K37_pm3p,32380474,44.03
IM03r3,4-7_H3_27_40_K27K36K37_pm3p,17419336,43.99
IM04r1,4-7_H3_27_40_K27K36K37_pm3p,21124420,44.47
IM04r2,4-7_H3_27_40_K27K36K37_pm3p,53164060,44.32
IM04r3,4-7_H3_27_40_K27K36K37_pm3p,57705632,43.99
IM05r1,4-7_H3_27_40_K27K36K37_pm3p,52619652,43.91
IM05r2,4-7_H3_27_40_K27K36K37_pm3p,50381808,44.07
IM05r3,4-7_H3_27_40_K27K36K37_pm3p,33682428,43.9
EJ06r1,4-7_H3_27_40_K27K36K37_pm3p,82616632,44.15
EJ06r2,4-7_H3_27_40_K27K36K37_pm3p,81212280,44.09
EJ06r3,4-7_H3_27_40_K27K36K37_pm3p,79993704,43.92
EJ07r1,4-7_H3_27_40_K27K36K37_pm3p,92628584,43.96
EJ07r2,4-7_H3_27_40_K27K36K37_pm3p,81932720,44.01
EJ07r3,4-7_H3_27_40_K27K36K37_pm3p,82159032,43.91
EJ08r1,4-7_H3_27_40_K27K36K37_pm3p,110065440,43.71
EJ08r2,4-7_H3_27_40_K27K36K37_pm3p,96175704,43.71
EJ08r3,4-7_H3_27_40_K27K36K37_pm3p,82967072,43.76
EJ09r1,4-7_H3_27_40_K27K36K37_pm3p,75703976,44.09
EJ09r2,4-7_H3_27_40_K27K36K37_pm3p,78836144,44.05
EJ09r3,4-7_H3_27_40_K27K36K37_pm3p,75578056,44.19
EJ10r1,4-7_H3_27_40_K27K36K37_pm3p,124803200,44.38
EJ10r2,4-7_H3_27_40_K27K36K37_pm3p,138816512,44.54
EJ10r3,4-7_H3_27_40_K27K36K37_pm3p,95871688,44.39
blank_00,4-8_H3_27_40_K27K36K37_m2m1p,1896,44.49
blank_01,4-8_H3_27_40_K27K36K37_m2m1p,9081,44.5
QC_pre01,4-8_H3_27_40_K27K36K37_m2m1p,1740161408,44.74
QC_pre02,4-8_H3_27_40_K27K36K37_m2m1p,1623355008,44.65
QC_pre03,4-8_H3_27_40_K27K36K37_m2m1p,1341515392,44.4
QC_00,4-8_H3_27_40_K27K36K37_m2m1p,489292416,43.99
QC_01,4-8_H3_27_40_K27K36K37_m2m1p,1781040128,44.7
QC_02,4-8_H3_27_40_K27K36K37_m2m1p,1536501760,44.35
QC_03,4-8_H3_27_40_K27K36K37_m2m1p,1748007296,44.47
QC_05,4-8_H3_27_40_K27K36K37_m2m1p,1783185536,44.26
QC_04,4-8_H3_27_40_K27K36K37_m2m1p,1725671168,44.43
IM01r1,4-8_H3_27_40_K27K36K37_m2m1p,368492576,44.7
IM01r2,4-8_H3_27_40_K27K36K37_m2m1p,343762208,44.8
IM01r3,4-8_H3_27_40_K27K36K37_m2m1p,386430496,44.17
IM02r1,4-8_H3_27_40_K27K36K37_m2m1p,1516072064,44.75
IM02r2,4-8_H3_27_40_K27K36K37_m2m1p,1547982976,44.78
IM02r3,4-8_H3_27_40_K27K36K37_m2m1p,1381838208,44.25
IM03r1,4-8_H3_27_40_K27K36K37_m2m1p,1273872512,44.72
IM03r2,4-8_H3_27_40_K27K36K37_m2m1p,1193812480,44.46
IM03r3,4-8_H3_27_40_K27K36K37_m2m1p,1166570240,44.73
IM04r1,4-8_H3_27_40_K27K36K37_m2m1p,1197344768,45.07
IM04r2,4-8_H3_27_40_K27K36K37_m2m1p,1303149824,44.84
IM04r3,4-8_H3_27_40_K27K36K37_m2m1p,1228449664,44.47
IM05r1,4-8_H3_27_40_K27K36K37_m2m1p,1726067456,44.36
IM05r2,4-8_H3_27_40_K27K36K37_m2m1p,1714051456,44.55
IM05r3,4-8_H3_27_40_K27K36K37_m2m1p,1649376000,44.63
EJ06r1,4-8_H3_27_40_K27K36K37_m2m1p,1718025856,44.62
EJ06r2,4-8_H3_27_40_K27K36K37_m2m1p,1631483136,44.5
EJ06r3,4-8_H3_27_40_K27K36K37_m2m1p,1749069696,44.32
EJ07r1,4-8_H3_27_40_K27K36K37_m2m1p,2223947776,44.39
EJ07r2,4-8_H3_27_40_K27K36K37_m2m1p,1872794240,44.38
EJ07r3,4-8_H3_27_40_K27K36K37_m2m1p,2137621376,44.34
EJ08r1,4-8_H3_27_40_K27K36K37_m2m1p,2589559808,44.09
EJ08r2,4-8_H3_27_40_K27K36K37_m2m1p,2459633152,44.06
EJ08r3,4-8_H3_27_40_K27K36K37_m2m1p,2556328704,44.15
EJ09r1,4-8_H3_27_40_K27K36K37_m2m1p,2456615168,44.54
EJ09r2,4-8_H3_27_40_K27K36K37_m2m1p,2465166336,44.49
EJ09r3,4-8_H3_27_40_K27K36K37_m2m1p,2396295168,44.63
EJ10r1,4-8_H3_27_40_K27K36K37_m2m1p,2303291136,44.87
EJ10r2,4-8_H3_27_40_K27K36K37_m2m1p,2467658496,45.06
EJ10r3,4-8_H3_27_40_K27K36K37_m2m1p,2498171648,44.91
blank_00,4-9_H3_27_40_K27K36K37_m1m2p,0,45.8
blank_01,4-9_H3_27_40_K27K36K37_m1m2p,6863,45.88
QC_pre01,4-9_H3_27_40_K27K36K37_m1m2p,1585733376,46.13
QC_pre02,4-9_H3_27_40_K27K36K37_m1m2p,1381525376,46.06
QC_pre03,4-9_H3_27_40_K27K36K37_m1m2p,1260394368,45.91
QC_00,4-9_H3_27_40_K27K36K37_m1m2p,482573184,45.5
QC_01,4-9_H3_27_40_K27K36K37_m1m2p,1549194624,46.1
QC_02,4-9_H3_27_40_K27K36K37_m1m2p,1297289216,45.78
QC_03,4-9_H3_27_40_K27K36K37_m1m2p,1487938048,45.85
QC_05,4-9_H3_27_40_K27K36K37_m1m2p,1446087168,45.72
QC_04,4-9_H3_27_40_K27K36K37_m1m2p,1468600192,45.86
IM01r1,4-9_H3_27_40_K27K36K37_m1m2p,448323360,46.14
IM01r2,4-9_H3_27_40_K27K36K37_m1m2p,438829344,46.26
IM01r3,4-9_H3_27_40_K27K36K37_m1m2p,458470528,45.7
IM02r1,4-9_H3_27_40_K27K36K37_m1m2p,1577259008,46.07
IM02r2,4-9_H3_27_40_K27K36K37_m1m2p,1628667648,46.14
IM02r3,4-9_H3_27_40_K27K36K37_m1m2p,1424359680,45.64
IM03r1,4-9_H3_27_40_K27K36K37_m1m2p,906962048,46.07
IM03r2,4-9_H3_27_40_K27K36K37_m1m2p,876550464,45.85
IM03r3,4-9_H3_27_40_K27K36K37_m1m2p,897605184,46.09
IM04r1,4-9_H3_27_40_K27K36K37_m1m2p,1171619456,46.4
IM04r2,4-9_H3_27_40_K27K36K37_m1m2p,1233360384,46.16
IM04r3,4-9_H3_27_40_K27K36K37_m1m2p,1183090432,45.87
IM05r1,4-9_H3_27_40_K27K36K37_m1m2p,1212915840,45.76
IM05r2,4-9_H3_27_40_K27K36K37_m1m2p,1184558080,45.93
IM05r3,4-9_H3_27_40_K27K36K37_m1m2p,1210571264,46.02
EJ06r1,4-9_H3_27_40_K27K36K37_m1m2p,1474072832,46.04
EJ06r2,4-9_H3_27_40_K27K36K37_m1m2p,1442779264,45.93
EJ06r3,4-9_H3_27_40_K27K36K37_m1m2p,1431468032,45.72
EJ07r1,4-9_H3_27_40_K27K36K37_m1m2p,1955238144,45.85
EJ07r2,4-9_H3_27_40_K27K36K37_m1m2p,1982454912,45.85
EJ07r3,4-9_H3_27_40_K27K36K37_m1m2p,2042697984,45.82
EJ08r1,4-9_H3_27_40_K27K36K37_m1m2p,2298231296,45.56
EJ08r2,4-9_H3_27_40_K27K36K37_m1m2p,2501495808,45.55
EJ08r3,4-9_H3_27_40_K27K36K37_m1m2p,2454633472,45.65
EJ09r1,4-9_H3_27_40_K27K36K37_m1m2p,2240311040,45.96
EJ09r2,4-9_H3_27_40_K27K36K37_m1m2p,2452440576,45.88
EJ09r3,4-9_H3_27_40_K27K36K37_m1m2p,2351758336,46.03
EJ10r1,4-9_H3_27_40_K27K36K37_m1m2p,2834924288,46.29
EJ10r2,4-9_H3_27_40_K27K36K37_m1m2p,2389049600,46.48
EJ10r3,4-9_H3_27_40_K27K36K37_m1m2p,2956058112,46.36
blank_00,4-10_H3_27_40_K27K36K37_m1m1p,723,51.5
blank_01,4-10_H3_27_40_K27K36K37_m1m1p,166,51.5
QC_pre01,4-10_H3_27_40_K27K36K37_m1m1p,1365906176,51.5
QC_pre02,4-10_H3_27_40_K27K36K37_m1m1p,1155865088,51.42
QC_pre03,4-10_H3_27_40_K27K36K37_m1m1p,975704640,51.25
QC_00,4-10_H3_27_40_K27K36K37_m1m1p,483866432,50.99
QC_01,4-10_H3_27_40_K27K36K37_m1m1p,1218392192,51.44
QC_02,4-10_H3_27_40_K27K36K37_m1m1p,1090480128,51.24
QC_03,4-10_H3_27_40_K27K36K37_m1m1p,1232048768,51.29
QC_05,4-10_H3_27_40_K27K36K37_m1m1p,1176136192,51.13
QC_04,4-10_H3_27_40_K27K36K37_m1m1p,1215617792,51.36
IM01r1,4-10_H3_27_40_K27K36K37_m1m1p,317737376,51.42
IM01r2,4-10_H3_27_40_K27K36K37_m1m1p,354439552,51.6
IM01r3,4-10_H3_27_40_K27K36K37_m1m1p,297858048,51.08
IM02r1,4-10_H3_27_40_K27K36K37_m1m1p,1251533056,51.37
IM02r2,4-10_H3_27_40_K27K36K37_m1m1p,1219510784,51.44
IM02r3,4-10_H3_27_40_K27K36K37_m1m1p,1093275392,51.03
IM03r1,4-10_H3_27_40_K27K36K37_m1m1p,792697408,51.43
IM03r2,4-10_H3_27_40_K27K36K37_m1m1p,740488512,51.19
IM03r3,4-10_H3_27_40_K27K36K37_m1m1p,706228672,51.52
IM04r1,4-10_H3_27_40_K27K36K37_m1m1p,906959488,51.69
IM04r2,4-10_H3_27_40_K27K36K37_m1m1p,1014191552,51.55
IM04r3,4-10_H3_27_40_K27K36K37_m1m1p,938763968,51.28
IM05r1,4-10_H3_27_40_K27K36K37_m1m1p,1011795584,51.19
IM05r2,4-10_H3_27_40_K27K36K37_m1m1p,1011233536,51.38
IM05r3,4-10_H3_27_40_K27K36K37_m1m1p,1016671488,51.37
EJ06r1,4-10_H3_27_40_K27K36K37_m1m1p,1008592960,51.36
EJ06r2,4-10_H3_27_40_K27K36K37_m1m1p,1070862592,51.27
EJ06r3,4-10_H3_27_40_K27K36K37_m1m1p,1051134592,51.18
EJ07r1,4-10_H3_27_40_K27K36K37_m1m1p,1687125632,51.3
EJ07r2,4-10_H3_27_40_K27K36K37_m1m1p,1658081664,51.26
EJ07r3,4-10_H3_27_40_K27K36K37_m1m1p,1611476224,51.19
EJ08r1,4-10_H3_27_40_K27K36K37_m1m1p,1741492608,51.01
EJ08r2,4-10_H3_27_40_K27K36K37_m1m1p,1815734016,51.05
EJ08r3,4-10_H3_27_40_K27K36K37_m1m1p,1981672064,51.02
EJ09r1,4-10_H3_27_40_K27K36K37_m1m1p,1843244544,51.33
EJ09r2,4-10_H3_27_40_K27K36K37_m1m1p,1864883968,51.29
EJ09r3,4-10_H3_27_40_K27K36K37_m1m1p,1813086720,51.36
EJ10r1,4-10_H3_27_40_K27K36K37_m1m1p,1595958784,51.54
EJ10r2,4-10_H3_27_40_K27K36K37_m1m1p,1603289088,51.67
EJ10r3,4-10_H3_27_40_K27K36K37_m1m1p,1601406336,51.67
blank_00,4-11_H3_27_40_K27K36K37_acpp,0,46
blank_01,4-11_H3_27_40_K27K36K37_acpp,1510,45.99
QC_pre01,4-11_H3_27_40_K27K36K37_acpp,15784088,46.61
QC_pre02,4-11_H3_27_40_K27K36K37_acpp,11955633,46.51
QC_pre03,4-11_H3_27_40_K27K36K37_acpp,10780785,46.38
QC_00,4-11_H3_27_40_K27K36K37_acpp,4581151,46.03
QC_01,4-11_H3_27_40_K27K36K37_acpp,13402400,46.57
QC_02,4-11_H3_27_40_K27K36K37_acpp,11285668,46.26
QC_03,4-11_H3_27_40_K27K36K37_acpp,12201997,46.33
QC_05,4-11_H3_27_40_K27K36K37_acpp,12495307,46.19
QC_04,4-11_H3_27_40_K27K36K37_acpp,13017380,46.33
IM01r1,4-11_H3_27_40_K27K36K37_acpp,7858587,46.44
IM01r2,4-11_H3_27_40_K27K36K37_acpp,7893413,46.56
IM01r3,4-11_H3_27_40_K27K36K37_acpp,8091377,46.07
IM02r1,4-11_H3_27_40_K27K36K37_acpp,13698599,46.39
IM02r2,4-11_H3_27_40_K27K36K37_acpp,15304922,46.51
IM02r3,4-11_H3_27_40_K27K36K37_acpp,2087379,46.39
IM03r1,4-11_H3_27_40_K27K36K37_acpp,21752122,46.5
IM03r2,4-11_H3_27_40_K27K36K37_acpp,23448676,46.29
IM03r3,4-11_H3_27_40_K27K36K37_acpp,19543896,46.51
IM04r1,4-11_H3_27_40_K27K36K37_acpp,15235817,46.77
IM04r2,4-11_H3_27_40_K27K36K37_acpp,15264989,46.56
IM04r3,4-11_H3_27_40_K27K36K37_acpp,15544178,46.26
IM05r1,4-11_H3_27_40_K27K36K37_acpp,13180370,46.21
IM05r2,4-11_H3_27_40_K27K36K37_acpp,14318019,46.38
IM05r3,4-11_H3_27_40_K27K36K37_acpp,12667762,46.45
EJ06r1,4-11_H3_27_40_K27K36K37_acpp,6737800,46.48
EJ06r2,4-11_H3_27_40_K27K36K37_acpp,6028383,46.41
EJ06r3,4-11_H3_27_40_K27K36K37_acpp,6371020,46.22
EJ07r1,4-11_H3_27_40_K27K36K37_acpp,12623120,46.28
EJ07r2,4-11_H3_27_40_K27K36K37_acpp,12010215,46.33
EJ07r3,4-11_H3_27_40_K27K36K37_acpp,13955050,46.27
EJ08r1,4-11_H3_27_40_K27K36K37_acpp,16663015,46.09
EJ08r2,4-11_H3_27_40_K27K36K37_acpp,15966937,46.05
EJ08r3,4-11_H3_27_40_K27K36K37_acpp,15784361,46.15
EJ09r1,4-11_H3_27_40_K27K36K37_acpp,5133997,46.4
EJ09r2,4-11_H3_27_40_K27K36K37_acpp,4830601,46.32
EJ09r3,4-11_H3_27_40_K27K36K37_acpp,4586765,46.46
EJ10r1,4-11_H3_27_40_K27K36K37_acpp,13642512,46.63
EJ10r2,4-11_H3_27_40_K27K36K37_acpp,14705635,46.77
EJ10r3,4-11_H3_27_40_K27K36K37_acpp,15132796,46.68
blank_00,4-12_H3_27_40_K27K36K37_pacp,0,46.4
blank_01,4-12_H3_27_40_K27K36K37_pacp,1543,46.39
QC_pre01,4-12_H3_27_40_K27K36K37_pacp,1406692,46.94
QC_pre02,4-12_H3_27_40_K27K36K37_pacp,1106489,46.87
QC_pre03,4-12_H3_27_40_K27K36K37_pacp,737949,46.78
QC_00,4-12_H3_27_40_K27K36K37_pacp,365672,46.41
QC_01,4-12_H3_27_40_K27K36K37_pacp,1079829,46.92
QC_02,4-12_H3_27_40_K27K36K37_pacp,1859107,46.62
QC_03,4-12_H3_27_40_K27K36K37_pacp,1227655,46.68
QC_05,4-12_H3_27_40_K27K36K37_pacp,2269921,46.54
QC_04,4-12_H3_27_40_K27K36K37_pacp,2026865,46.7
IM01r1,4-12_H3_27_40_K27K36K37_pacp,249586,46.81
IM01r2,4-12_H3_27_40_K27K36K37_pacp,168541,46.95
IM01r3,4-12_H3_27_40_K27K36K37_pacp,330040,46.45
IM02r1,4-12_H3_27_40_K27K36K37_pacp,693708,46.7
IM02r2,4-12_H3_27_40_K27K36K37_pacp,1439687,46.88
IM02r3,4-12_H3_27_40_K27K36K37_pacp,951305,46.39
IM03r1,4-12_H3_27_40_K27K36K37_pacp,630206,46.88
IM03r2,4-12_H3_27_40_K27K36K37_pacp,670365,46.62
IM03r3,4-12_H3_27_40_K27K36K37_pacp,194784,46.86
IM04r1,4-12_H3_27_40_K27K36K37_pacp,553829,47.11
IM04r2,4-12_H3_27_40_K27K36K37_pacp,515296,46.94
IM04r3,4-12_H3_27_40_K27K36K37_pacp,1253508,46.66
IM05r1,4-12_H3_27_40_K27K36K37_pacp,942799,46.59
IM05r2,4-12_H3_27_40_K27K36K37_pacp,1514124,46.74
IM05r3,4-12_H3_27_40_K27K36K37_pacp,1222018,46.8
EJ06r1,4-12_H3_27_40_K27K36K37_pacp,648821,46.85
EJ06r2,4-12_H3_27_40_K27K36K37_pacp,1039524,46.81
EJ06r3,4-12_H3_27_40_K27K36K37_pacp,911904,46.58
EJ07r1,4-12_H3_27_40_K27K36K37_pacp,2628761,46.67
EJ07r2,4-12_H3_27_40_K27K36K37_pacp,1498275,46.68
EJ07r3,4-12_H3_27_40_K27K36K37_pacp,3042076,46.64
EJ08r1,4-12_H3_27_40_K27K36K37_pacp,2114659,46.45
EJ08r2,4-12_H3_27_40_K27K36K37_pacp,2972992,46.4
EJ08r3,4-12_H3_27_40_K27K36K37_pacp,2230800,46.49
EJ09r1,4-12_H3_27_40_K27K36K37_pacp,3643703,46.4
EJ09r2,4-12_H3_27_40_K27K36K37_pacp,1249143,46.69
EJ09r3,4-12_H3_27_40_K27K36K37_pacp,1124344,46.83
EJ10r1,4-12_H3_27_40_K27K36K37_pacp,2068296,46.97
EJ10r2,4-12_H3_27_40_K27K36K37_pacp,1889270,47.14
EJ10r3,4-12_H3_27_40_K27K36K37_pacp,1486389,47.04
blank_00,4-13_H3_27_40_K27K36K37_acme1p_NO,0,47.9
blank_01,4-13_H3_27_40_K27K36K37_acme1p_NO,0,47.9
QC_pre01,4-13_H3_27_40_K27K36K37_acme1p_NO,1452859648,47.94
QC_pre02,4-13_H3_27_40_K27K36K37_acme1p_NO,1141252736,47.86
QC_pre03,4-13_H3_27_40_K27K36K37_acme1p_NO,881772672,47.75
QC_00,4-13_H3_27_40_K27K36K37_acme1p_NO,462225984,47.41
QC_01,4-13_H3_27_40_K27K36K37_acme1p_NO,1196126976,47.91
QC_02,4-13_H3_27_40_K27K36K37_acme1p_NO,916867264,47.62
QC_03,4-13_H3_27_40_K27K36K37_acme1p_NO,1100236416,47.69
QC_05,4-13_H3_27_40_K27K36K37_acme1p_NO,1090203008,47.57
QC_04,4-13_H3_27_40_K27K36K37_acme1p_NO,1105947648,47.72
IM01r1,4-13_H3_27_40_K27K36K37_acme1p_NO,292904352,47.81
IM01r2,4-13_H3_27_40_K27K36K37_acme1p_NO,283228512,47.98
IM01r3,4-13_H3_27_40_K27K36K37_acme1p_NO,303503584,47.46
IM02r1,4-13_H3_27_40_K27K36K37_acme1p_NO,1145181312,47.75
IM02r2,4-13_H3_27_40_K27K36K37_acme1p_NO,1158991232,47.89
IM02r3,4-13_H3_27_40_K27K36K37_acme1p_NO,1093904768,47.41
IM03r1,4-13_H3_27_40_K27K36K37_acme1p_NO,556337856,47.86
IM03r2,4-13_H3_27_40_K27K36K37_acme1p_NO,531478624,47.61
IM03r3,4-13_H3_27_40_K27K36K37_acme1p_NO,547523520,47.88
IM04r1,4-13_H3_27_40_K27K36K37_acme1p_NO,897684992,48.1
IM04r2,4-13_H3_27_40_K27K36K37_acme1p_NO,980414464,47.97
IM04r3,4-13_H3_27_40_K27K36K37_acme1p_NO,1022452800,47.65
IM05r1,4-13_H3_27_40_K27K36K37_acme1p_NO,1045307136,47.59
IM05r2,4-13_H3_27_40_K27K36K37_acme1p_NO,1041886336,47.75
IM05r3,4-13_H3_27_40_K27K36K37_acme1p_NO,1106976256,47.82
